,position,x,x+n,y,y+n,lon,lat,m_shoreline,m_transect,x_avg,y_avg,c_shoreline,c_transect,delta_y,delta_x,x_new,y_new,intersect_distance,transect_angle,avg_slope_change,shoreline_direction,year1,year2,island,proxy,id,square,prev_intersect_distance,previous
2047,98,2497056.728733908,2496998.093340287,-729850.9161709793,-729743.8607959837,-97.21063099678712,-71.2455429076899,-1.8257807850265881,0.5477108797513374,2497027.4110370977,-729797.3884834815,3829227.2782727396,-2097446.4685458145,480.3765828435448,877.0623345324772,2496150.3487025653,-730277.7650663251,-41.671459253448155,28.710000119525965,0.0,241.28999988047406,2002.375,2015.625,Nanumea,WM,1,532682359835.6178,-33.65525333275218,-33.65525333275218
2048,99,2496998.093340287,2496939.4579466656,-729743.8607959837,-729636.8054209881,-97.21273610917072,-71.24633628392532,-1.8257807850120884,0.5477108797556871,2496968.7756434763,-729690.3331084859,3829227.2782365335,-2097307.297938655,480.37658284647944,877.0623345308699,2496091.7133089453,-730170.7096913324,-13.240781495529362,28.71000011971066,0.0,241.28999988028934,2002.375,2015.625,Nanumea,WM,1,532526102369.42804,57.51112754837083,57.51112754837083
2045,96,2497173.9995211507,2497115.3641275293,-730065.0269209704,-729957.9715459748,-97.20642134168722,-71.24395608065929,-1.8257807850120884,0.5477108797556871,2497144.68182434,-730011.4992334726,3829227.278236533,-2097724.809792717,480.37658284647944,877.0623345308699,2496267.619489809,-730491.8758163191,-38.15605860671511,28.71000011971066,-9.585534864800189e-11,241.28999988028934,2002.375,2015.625,Nanumea,WM,1,532994943533.11725,-82.6201439780814,-82.6201439780814
2046,97,2497115.3641275293,2497056.728733908,-729957.9715459748,-729850.9161709793,-97.2085260742986,-71.24474950659999,-1.8257807850120884,0.5477108797556871,2497086.0464307186,-729904.443858477,3829227.2782365326,-2097585.6391746965,480.37658284647944,877.0623345308699,2496208.9840961876,-730384.8204413236,-39.91375892972914,28.71000011971066,0.0,241.28999988028934,2002.375,2015.625,Nanumea,WM,1,532838640223.5142,10.77325525325804,10.77325525325804
2051,102,2496822.187159423,2496763.5517658014,-729422.694670997,-729315.6392960014,-97.21905258587311,-71.24871626346902,-1.8257807850120884,0.5477108797556871,2496792.869462612,-729369.1669834992,3829227.2782365335,-2096889.7860845928,480.37658284647944,877.0623345308699,2495915.807128081,-729849.5435663457,-48.70226054628213,28.71000011971066,-9.585534864800189e-11,241.28999988028934,2002.375,2015.625,Nanumea,WM,1,532057467501.0985,-10.944954017124882,-10.944954017124882
2052,103,2496763.5517658014,2496704.91637218,-729315.6392960014,-729208.5839210058,-97.22115845801795,-71.24950954025076,-1.8257807850120884,0.5477108797556871,2496734.2340689907,-729262.1116085036,3829227.2782365335,-2096750.615466572,480.37658284647944,877.0623345308699,2495857.1717344597,-729742.4881913501,-50.459960869184314,28.71000011971066,0.0,241.28999988028934,2002.375,2015.625,Nanumea,WM,1,531901301721.7352,5.063018192243127,5.063018192243127
2053,104,2496704.91637218,2496646.280978559,-729208.5839210058,-729101.5285460103,-97.22326452014815,-71.25030279216003,-1.8257807850265881,0.5477108797513374,2496675.5986753693,-729155.056233508,3829227.2782727345,-2096611.4448376915,480.3765828435448,877.0623345324772,2495798.536340837,-729635.4328163516,20.255661273112285,28.710000119525965,0.0,241.28999988047406,2002.375,2015.625,Nanumea,WM,1,531745158864.0786,4.425165203316595,4.425165203316595
2054,105,2496646.280978559,2496587.6455849377,-729101.5285460103,-728994.4731710147,-97.2253707722819,-71.25109601919324,-1.8257807850120884,0.5477108797556871,2496616.9632817484,-729048.0008585125,3829227.2782365344,-2096472.274230531,480.37658284647944,877.0623345308699,2495739.9009472174,-729528.377441359,-18.955274311910717,28.71000011971066,0.0,241.28999988028934,2002.375,2015.625,Nanumea,WM,1,531589038928.1286,-0.9184292492069934,-0.9184292492069934
2056,107,2496529.0101913163,2496470.374797695,-728887.4177960191,-728780.3624210235,-97.22958384663222,-71.25268239861722,-1.8257807850120884,0.5477108797556871,2496499.6924945056,-728833.8901085213,3829227.2782365344,-2096193.9329944893,480.37658284647944,877.0623345308699,2495622.6301599746,-729314.2666913678,-57.490762161906446,28.71000011971066,0.0,241.28999988028934,2002.375,2015.625,Nanumea,WM,1,531276867821.3485,-10.645890257785448,-10.645890257785448
2019,63,2497490.809253896,2497511.821785412,-729708.6073310524,-729827.8132338041,-97.21825862165151,-71.24250695234275,-5.673086208709184,0.176270897922338,2497501.315519654,-729768.2102824282,13438772.059025167,-1170005.009731298,173.59461154508767,984.817196662665,2498486.1327163167,-729594.6156708831,-8.911183237727736,9.99688355622764,-4.479382473825752,80.00311644377237,2002.375,2015.625,Nanumea,WM,1,532474651613.02405,-11.318532171103687,-11.318532171103687
2049,100,2496939.4579466656,2496880.822553044,-729636.8054209881,-729529.7500459926,-97.21484141146759,-71.24712963530273,-1.8257807850120884,0.5477108797556871,2496910.140249855,-729583.2777334903,3829227.278236533,-2097168.127320634,480.37658284647944,877.0623345308699,2496033.077915324,-730063.6543163368,21.854573549015864,28.71000011971066,9.585534864800189e-11,241.28999988028934,2002.375,2015.625,Nanumea,WM,1,532369867824.9449,56.121486034638956,56.121486034638956
2041,92,2497408.541095636,2497349.9057020145,-730493.2484209527,-730386.1930459571,-97.19800430965148,-71.24078212845995,-1.8257807850120884,0.5477108797556871,2497379.223398825,-730439.7207334549,3829227.278236532,-2098281.4922648,480.37658284647944,877.0623345308699,2496502.161064294,-730920.0973163014,-31.125257313360873,28.71000011971066,0.0,241.28999988028934,2002.375,2015.625,Nanumea,WM,1,533620385988.5957,15.397202526439592,15.397202526439592
2050,101,2496880.822553044,2496822.187159423,-729529.7500459926,-729422.694670997,-97.21694690369567,-71.2479229618185,-1.8257807850120884,0.5477108797556871,2496851.5048562335,-729476.2223584948,3829227.2782365335,-2097028.9567026137,480.37658284647944,877.0623345308699,2495974.4425217025,-729956.5989413413,-46.94456022308338,28.71000011971066,0.0,241.28999988028934,2002.375,2015.625,Nanumea,WM,1,532213656202.1684,-10.944954017124882,-10.944954017124882
2276,80,2496288.4654307063,2496297.5965421544,-728564.7684248106,-728646.0205513414,-97.23533233658708,-71.25558277463496,-8.898382961591428,0.11237996884561544,2496293.03098643,-728605.394488076,21484365.979580995,-1009138.7275398578,111.67698274952511,993.744560500314,2497286.7755469303,-728493.7175053265,-10.529798373813653,6.411995313869066,9.81010117847754,83.58800468613093,2002.375,2015.7916666666667,Nanumea,WM,1,530806621789.8979,-21.350210885908396,-21.350210885908396
2248,43,2496313.561735723,2496272.9549919628,-729058.4034652069,-728987.6565770863,-97.22330400953459,-71.25388520802302,-1.74224479899132,0.573972153958476,2496293.258363843,-729023.0300211466,3620130.916120354,-2161825.8484362643,497.80103317369657,867.2912609793784,2495425.9671028634,-729520.8310543203,33.71536639468855,29.854623851012626,2.5389111836975955,240.1453761489874,2002.375,2015.7916666666667,Nanumea,WM,1,531526155663.2363,20.139173401117905,20.139173401117905
2269,73,2495996.9660647907,2496021.302284129,-728197.9272715716,-728273.9987207152,-97.24170073881207,-71.25902409755005,-3.12585320202402,0.31991265595981616,2496009.1341744596,-728235.9629961434,7073922.181344293,-1526740.8744098558,304.7002629015362,952.4482924483275,2496961.582466908,-727931.2627332419,-76.1849971139115,17.74013191919432,25.076918599264445,72.25986808080569,2002.375,2015.7916666666667,Nanumea,WM,1,530272221282.6131,-74.18926037446846,-74.18926037446846
2270,74,2496021.302284129,2496074.782150062,-728273.9987207152,-728283.978520008,-97.24003948808445,-71.25859905617989,-0.18660853236615016,5.358811772003384,2496048.0422170954,-728278.9886203615,-262495.126746827,-14104130.620739331,983.0305556120717,183.44188925384984,2496231.4841063493,-727295.9580647495,-96.14173904959235,79.42969531156228,7.093702100523046,10.57030468843772,2002.375,2015.7916666666667,Nanumea,WM,1,530383017212.6602,-71.9709260613589,-71.9709260613589
2271,75,2496074.782150062,2496122.032840487,-728283.978520008,-728306.1974780473,-97.24029562638992,-71.2581414541141,-0.4702356270209037,2.126593440687016,2496098.407495274,-728295.0879990277,445459.31175539177,-6036481.588687785,904.9415999724824,425.5357806803602,2496523.9432759546,-727390.1463990553,-31.910568193048604,64.81541870653477,17.011169638693204,25.184581293465225,2002.375,2015.7916666666667,Nanumea,WM,1,530397553368.9315,-71.9709260613589,-71.9709260613589
2272,76,2496122.032840487,2496144.2235337486,-728306.1974780473,-728383.3204359041,-97.24018886110784,-71.25769653182046,-3.4754641032470293,0.287731356242675,2496133.128187118,-728344.7589569758,7946876.324983068,-1446560.5292925262,276.51277989355265,961.0102406090892,2497094.1384277274,-728068.2461770822,-20.90245558561187,16.05218627026502,-22.78688155649201,73.94781372973497,2002.375,2015.7916666666667,Nanumea,WM,1,530429917284.9325,12.487372259026301,12.487372259026301
2273,77,2496144.2235337486,2496201.9570950666,-728383.3204359041,-728428.8135330508,-97.2384814150585,-71.25728543375011,-0.787983559445408,1.2690620102579446,2496173.090314408,-728406.0669844775,1238537.2897133136,-3896204.506930666,785.451666396481,618.9229998594261,2496792.013314267,-727620.615318081,-17.045959382294317,51.76247119658475,-16.851479436684954,38.23752880341525,2002.375,2015.7916666666667,Nanumea,WM,1,530542261489.2329,-11.035790662546061,-11.035790662546061
2282,86,2496524.44821724,2496571.4715682,-728948.1258292948,-729007.5700614719,-97.2280326482799,-71.25253473580732,-1.2641428346551022,0.791049850211611,2496547.95989272,-728977.8479453833,2427015.3669258123,-2703871.7376646223,620.4055204804037,784.2811932957716,2497332.241086016,-728357.4424249029,21.68832868940289,38.34575377792565,2.104478820619341,51.654246222074356,2002.375,2015.7916666666667,Nanumea,WM,1,531365370150.0414,-8.125167756374905,-8.125167756374905
2275,79,2496246.3490257566,2496288.4654307063,-728494.9855777508,-728564.7684248106,-97.2366692945682,-71.25613087009188,-1.6569041717387163,0.6035352056302831,2496267.4072282314,-728529.8770012807,3407546.003810565,-2235115.139930945,516.71952486978,856.1547363755858,2497123.561964607,-728013.1574764109,5.250790811711661,31.11245983317244,-19.51936475543311,58.88754016682757,2002.375,2015.7916666666667,Nanumea,WM,1,530704944011.92737,-21.350210885908396,-21.350210885908396
2284,88,2496612.440768584,2496651.8454916216,-729068.389990325,-729134.2194547891,-97.22587483120772,-71.25146691425368,-1.6705983290747106,0.598587932596501,2496632.143130103,-729101.3047225571,3441768.1819048068,-2223555.177732777,513.6046013314889,858.0269887894683,2497490.1701188926,-728587.7001212256,-10.575373914229232,30.904230130109497,-8.755997963017881,59.09576986989052,2002.375,2015.7916666666667,Nanumea,WM,1,531540717283.0846,-18.955274311910717,-18.955274311910717
2277,81,2496297.5965421544,2496315.436468274,-728646.0205513414,-728725.0298792425,-97.23339947194164,-71.25526346057082,-4.428792326395057,0.22579518891417036,2496306.5165052144,-728685.5252152919,10326937.619412977,-1292339.5266972613,220.2504182874837,975.4433623969094,2497281.9598676115,-728465.2747970044,-39.123644577556966,12.72374168571081,8.309943007236859,77.2762583142892,2002.375,2015.7916666666667,Nanumea,WM,1,530925023265.3058,-39.46086601128101,-39.46086601128101
2278,82,2496315.436468274,2496376.693373909,-728725.0298792425,-728770.3971032896,-97.2316045219107,-71.25488133925214,-0.7406058725384607,1.3502458420596288,2496346.0649210913,-728747.7134912661,1120060.8420775714,-4099428.607992886,803.6090290083686,595.157566108528,2496941.2224872,-727944.1044622577,-36.870598761418705,53.47613455552904,10.14163858749911,36.52386544447096,2002.375,2015.7916666666667,Nanumea,WM,1,531040169172.5029,-30.512104798504,-30.512104798504
2279,83,2496376.693373909,2496429.589077932,-728770.3971032896,-728818.4739320538,-97.23105493037336,-71.25425430793192,-0.9088985514517486,1.1002328020027523,2496403.1412259205,-728794.4355176718,1540182.7633821622,-3475419.0585171385,740.010920616838,672.5948538071191,2497075.7360797278,-728054.424597055,-7.442975860237386,47.732345847633475,16.489261083033472,42.26765415236653,2002.375,2015.7916666666667,Nanumea,WM,1,531106291694.0864,-30.512104798504,-30.512104798504
2280,84,2496429.589077932,2496466.2065698886,-728818.4739320538,-728891.294678737,-97.230359218832,-71.25368586708836,-1.9886874494047058,0.5028442253705279,2496447.89782391,-728854.8843053954,4235799.718189776,-1984179.2936645423,449.24528444624923,893.4084588825027,2497341.3062827927,-728405.6390209491,2.07395512877695,26.695272488870746,-7.565190388801294,63.30472751112925,2002.375,2015.7916666666667,Nanumea,WM,1,531176367944.64777,-22.985185032367088,-22.985185032367088
2281,85,2496466.2065698886,2496524.44821724,-728891.294678737,-728948.1258292948,-97.2288953167731,-71.25317244852053,-0.9757819900736339,1.0248190786187175,2496495.3273935644,-728919.7102540159,1707115.4685196043,-3287375.751449422,715.7203286975091,698.3870066726109,2497193.714400237,-728203.9899253184,11.850065328304416,45.70226385178179,-6.883778551237635,44.29773614821821,2002.375,2015.7916666666667,Nanumea,WM,1,531282519458.4453,-8.125167756374905,-8.125167756374905
2283,87,2496571.4715682,2496612.440768584,-729007.5700614719,-729068.389990325,-97.22699934010386,-71.25197872818114,-1.4845280914080417,0.6736147370923257,2496591.9561683917,-729037.9800258984,2977222.9116894333,-2410779.1142070848,558.6833109339568,829.3810692823124,2497421.3372376743,-728479.2967149644,8.309053051101149,33.964788745159495,-12.555744680412335,56.03521125484052,2002.375,2015.7916666666667,Nanumea,WM,1,531452037206.9318,-55.733061838595845,-55.733061838595845
2274,78,2496201.9570950666,2496246.3490257566,-728428.8135330508,-728494.9855777508,-97.23789515387422,-71.2566861929091,-1.4906322764390472,0.6708562640203173,2496224.1530604116,-728461.8995554008,2992490.392223173,-2403069.509034789,557.1065581945142,830.4410170606112,2497054.594077472,-727904.7929972063,1.12836081900678,33.85593219858344,-4.820095478198107,56.14406780141657,2002.375,2015.7916666666667,Nanumea,WM,1,530608536385.16815,6.104125980205014,6.104125980205014
2268,72,2495994.30313641,2495996.9660647907,-728116.1371884366,-728197.9272715716,-97.24370850255305,-71.25929325985975,-30.714338294931927,0.032558083797787914,2495995.6346006,-728157.0322300041,75934697.27156612,-809421.8672602433,32.540841251190564,999.4704065907429,2496995.105007191,-728124.4913887529,-53.534951346182936,1.864782069217323,26.575871913687678,88.13521793078267,2002.375,2015.7916666666667,Nanumea,WM,1,530153109234.2102,-74.18926037446846,-74.18926037446846
2258,53,2495871.086270834,2495832.610983975,-728428.7154561501,-728363.5823761881,-97.23477786846001,-71.25933037756361,-1.6928549539168474,0.5907180634030385,2495851.8486274043,-728396.1489161691,3496719.0172752533,-2202740.9194782428,508.6073995028615,860.9985558471842,2494990.8500715573,-728904.756315672,17.194560759459854,30.571113768314245,-7.859532294597287,239.42888623168577,2002.375,2015.7916666666667,Nanumea,WM,1,530608393501.0969,27.679923260182314,27.679923260182314
2257,52,2495905.8618561993,2495871.086270834,-728495.6431825074,-728428.7154561501,-97.23344244450799,-71.25884957488516,-1.9245607415044859,0.5195990848375461,2495888.4740635166,-728462.1793193287,4075026.793036853,-2025323.5462993113,461.07267821470134,887.3623754723448,2495001.1116880444,-728923.2519975435,27.210395513042066,27.456347151971926,7.830481165940351,242.54365284802807,2002.375,2015.7916666666667,Nanumea,WM,1,530705902135.8951,13.849573842785437,13.849573842785437
2306,110,2496747.093133019,2496694.3558919793,-728344.6765779144,-728284.3877857651,-97.24512360208061,-71.25258513227804,-1.1431920017223356,0.8747436987779811,2496720.724512499,-728314.5321818397,2125916.6306152437,-2912305.2535575433,658.3953416991237,752.6722886016823,2495968.052223897,-728972.9275235388,24.377256530679183,41.177606953360545,20.18350165536037,228.82239304663946,2002.375,2015.7916666666667,Nanumea,WM,1,530485967899.3867,4.59626314908061,4.59626314908061
2285,89,2496651.8454916216,2496679.236848235,-729134.2194547891,-729207.1286209504,-97.22461119626362,-71.2509523975632,-2.6617581301329567,0.3756915358609421,2496665.5411699284,-729170.6740378698,5916349.128393985,-1667146.7857310902,351.6909237427883,936.1161755663366,2497601.6573454947,-728818.983114127,36.20301345361539,20.59077449095931,-8.976849112133694,69.40922550904071,2002.375,2015.7916666666667,Nanumea,WM,1,531636709979.9445,-18.955274311910717,-18.955274311910717
2286,90,2496679.236848235,2496707.5627793795,-729207.1286209504,-729281.5650177404,-97.22305848055508,-71.25051237814087,-2.6278534820435278,0.3805387198461151,2496693.3998138076,-729244.3468193454,5831700.097476462,-1679332.8570327365,355.6576866273021,934.6162902191015,2497628.0161040267,-728888.689132718,23.959706028363453,20.83375785190079,-1.0061038120476313,69.16624214809923,2002.375,2015.7916666666667,Nanumea,WM,1,531743036431.61127,20.255661273112285,20.255661273112285
2250,45,2496225.997903464,2496176.97378387,-728920.6189190637,-728856.7047662482,-97.2259013421398,-71.25500279136443,-1.303728722620989,0.7670307347295539,2496201.485843667,-728888.661842656,2525480.9127009227,-2643551.9215623275,608.6134649299897,793.4668552031094,2495408.0189884636,-729497.275307586,28.499259794780947,37.489314835751266,14.4135043304241,232.51068516424874,2002.375,2015.7916666666667,Nanumea,WM,1,531325268685.3509,2.0622106285837942,2.0622106285837942
2251,46,2496176.97378387,2496138.5827381373,-728856.7047662482,-728789.4440108428,-97.22702699703815,-71.25558835634624,-1.751990708286184,0.5707792828297649,2496157.778261004,-728823.0743885455,3644422.159541019,-2153578.2208943004,495.7137865356703,868.4859479798554,2495289.292313024,-729318.7881750811,24.854191328666843,29.716829248222595,0.3091658063016247,240.28317075177742,2002.375,2015.7916666666667,Nanumea,WM,1,531232096082.7139,13.91681915007322,13.91681915007322
2252,47,2496138.5827381373,2496076.6116613736,-728789.4440108428,-728751.7377899332,-97.22833617170603,-71.25609910416203,-0.6084486970168338,1.6435239403139577,2496107.5971997557,-728770.5909003881,789982.8242296232,-4831183.184497735,854.292242355852,519.7930017330074,2495587.804198023,-729624.883142744,36.58249658583565,58.681632511879144,-3.0501878347525064,211.31836748812086,2002.375,2015.7916666666667,Nanumea,WM,1,531134053701.6334,13.91681915007322,13.91681915007322
2253,48,2496076.6116613736,2496032.3067759965,-728751.7377899332,-728689.9171713594,-97.2286886278699,-71.25670862287848,-1.3953454127579406,0.7166684255072521,2496054.459218685,-728720.8274806463,2754137.312184148,-2517564.2467492567,582.5198859334738,812.8164506775516,2495241.6427680077,-729303.3473665798,47.043575500460406,35.62797386999541,-4.195651484367302,234.3720261300046,2002.375,2015.7916666666667,Nanumea,WM,1,531079095331.8476,27.87983280158695,27.87983280158695
2254,49,2496032.3067759965,2495989.745141134,-728689.9171713594,-728620.1597420158,-97.22980697281672,-71.25725011518719,-1.6389743854832215,0.6101376622217122,2496011.025958565,-728655.0384566876,3362243.098973097,-2251565.370714664,520.8448458871608,853.6513612200123,2495157.374597345,-729175.8833025747,43.05436700319709,31.388939166250964,-5.844549557726415,238.61106083374904,2002.375,2015.7916666666667,Nanumea,WM,1,530988995387.20264,27.87983280158695,27.87983280158695
2255,50,2495989.745141134,2495961.3343437226,-728620.1597420158,-728547.3856308528,-97.23113906513538,-71.2578017394828,-2.561494846791449,0.3903970375941255,2495975.5397424283,-728583.7726864342,5664844.710081302,-1703005.2293092767,363.66627927016737,931.5293003023537,2495044.010442126,-728947.4389657044,30.131788847822964,21.325526279498106,-4.085813359011053,248.6744737205019,2002.375,2015.7916666666667,Nanumea,WM,1,530887337182.4806,20.656583958358844,20.656583958358844
2249,44,2496272.9549919628,2496225.997903464,-728987.6565770863,-728920.6189190637,-97.22467866216455,-71.25442426060418,-1.427636596852072,0.7004583674900129,2496249.4764477136,-728954.137748075,2834782.9697015053,-2477472.97086844,573.7142826201833,819.0555060053064,2495430.420941708,-729527.8520306952,28.998796380369498,35.00964225738311,-0.1481321547869281,234.99035774261688,2002.375,2015.7916666666667,Nanumea,WM,1,531423003441.75195,9.929157715606568,9.929157715606568
2256,51,2495961.3343437226,2495905.8618561993,-728547.3856308528,-728495.6431825074,-97.23267966367219,-71.25824942869767,-0.9327587540354968,1.072088571319851,2495933.598099961,-728521.5144066801,1599582.3987123738,-3404383.3997028824,731.264819554182,682.0936619573513,2495251.5044380035,-729252.7792262343,26.27691978815259,46.99253339641148,-0.40891269897260685,223.0074666035885,2002.375,2015.7916666666667,Nanumea,WM,1,530781293109.5505,13.849573842785437,13.849573842785437
2260,55,2495788.8337833313,2495749.995890612,-728305.4595562732,-728241.5157611119,-97.23706571073522,-71.26036131424009,-1.6464280290146431,0.6073754712487989,2495769.4148369716,-728273.4876586925,3380831.230886372,-2244142.6121236375,519.1233933363812,854.6993053062116,2494914.7155316654,-728792.611052029,10.574963136002708,31.273468807223225,0.007748592081064154,238.72653119277678,2002.375,2015.7916666666667,Nanumea,WM,1,530428842419.4743,46.930602893356124,46.930602893356124
2261,56,2495749.995890612,2495698.549465498,-728241.5157611119,-728179.0854771717,-97.23828887440501,-71.26086550615969,-1.213500914826156,0.8240620075208253,2495724.272678055,-728210.3006191418,2300353.3874295205,-2784841.8549806713,635.952137533765,771.7285006828731,2494952.544177372,-728846.2527566756,26.297423418362555,39.49063855295689,-3.33889444866766,230.50936144704312,2002.375,2015.7916666666667,Nanumea,WM,1,530335705278.04175,46.930602893356124,46.930602893356124
2262,57,2495698.549465498,2495657.0298612313,-728179.0854771717,-728108.8422023588,-97.23935559995864,-71.26146585695484,-1.6918098342619918,0.5910829809286597,2495677.7896633646,-728143.9638397652,3494068.2638619463,-2203296.6311914353,508.8402611060534,860.860957807661,2494816.928705557,-728652.8041008712,79.95208577207491,30.58661095246219,0.3610323677151118,239.4133890475378,2002.375,2015.7916666666667,Nanumea,WM,1,530244780526.3701,0.0,0.0
2263,63,2495586.9079190525,2495667.441713677,-727793.676292397,-727794.7795286893,-97.24788418791957,-71.26352602851763,-0.013699047679544538,72.99777498352701,2495627.1748163644,-727794.2279105431,-693606.5122523666,-182903025.17793074,999.9061812509251,13.697762452027797,2495640.8725788165,-726794.3217292922,0.0,89.21515147806817,45.03580725997231,0.7848485219318422,2002.375,2015.7916666666667,Nanumea,WM,1,529683635251.2023,0.0,0.0
2264,68,2495786.1247709543,2495862.063784412,-727971.754207316,-727971.7987232938,-97.24533504660629,-71.26139440269601,-0.0005862069550213874,1705.88218279245,2495824.094277683,-727971.7764653049,-726508.7070227293,-4258309825.588869,999.9998281807472,0.5862068542996594,2495824.6804845375,-726971.7766371241,-12.019651459762486,89.96641281940212,-74.05479387586088,0.03358718059787806,2002.375,2015.7916666666667,Nanumea,WM,1,529942874923.6769,-49.109346604025774,-49.109346604025774
2265,69,2495862.063784412,2495939.1659875754,-727971.7987232938,-727968.4804271711,-97.24604974366655,-71.26078741596612,0.04303763039929108,-23.235479990935378,2495900.614885994,-727970.1395752325,-835387.7877520593,57265478.65697158,999.0751657462887,42.997827724499146,2495857.617058269,-726971.0644094863,-2.439410332822536,-87.53564619002972,-13.688070820242526,357.53564619002975,2002.375,2015.7916666666667,Nanumea,WM,1,529942939736.4278,32.25197995848654,32.25197995848654
2259,54,2495832.610983975,2495788.8337833313,-728363.5823761881,-728305.4595562732,-97.23603387262443,-71.25983529279743,-1.3276961308635242,0.7531843896762785,2495810.7223836533,-728334.5209662307,2585343.718510243,-2608140.1966522746,601.626673617434,798.7774067861595,2495011.944976867,-728936.1476398481,13.568963149546127,36.98648861137581,6.017145700494463,233.01351138862418,2002.375,2015.7916666666667,Nanumea,WM,1,530513508131.8742,39.69346568787086,39.69346568787086
2267,71,2495974.275894232,2495994.30313641,-728039.5888025287,-728116.1371884366,-97.2454223736406,-71.259685276628,-3.822213024997141,0.2616285365206059,2495984.289515321,-728077.8629954826,8812105.798578212,-1381098.5798398005,253.10930633536788,967.4376874230345,2496951.727202744,-727824.7536891473,-18.889259892008017,14.66158150800487,-37.36211094538638,75.33841849199513,2002.375,2015.7916666666667,Nanumea,WM,1,530041642863.75507,-76.40759468705866,-76.40759468705866
2310,114,2496542.9053056743,2496542.0137008275,-728107.2160614554,-728025.9284235012,-97.24910011955303,-71.25493632669998,-91.17002699698942,0.010968517098640562,2496542.459503251,-728066.5722424784,226881776.8597993,-755449.9408970219,10.96785735597723,999.939851243573,2495542.5196520076,-728077.5400998343,10.349503230539623,0.6284245364994928,-39.60071590091722,269.3715754635005,2002.375,2015.7916666666667,Nanumea,WM,1,530140118080.76294,1.7315376022766678,1.7315376022766678
2266,70,2495939.1659875754,2495974.275894232,-727968.4804271711,-728039.5888025287,-97.24685894535658,-71.26018132294095,-2.025308014997996,0.4937520577584785,2495956.7209409038,-728004.0346148498,4327077.117394879,-1960387.8016555256,442.7261728390024,896.6568663002196,2496853.377807204,-727561.3084420108,3.4372663150114273,26.277951484189177,-44.05081537509153,63.72204851581083,2002.375,2015.7916666666667,Nanumea,WM,1,529938108495.4446,32.25197995848654,32.25197995848654
2312,116,2496551.857202765,2496576.3428414906,-727944.9504017597,-727868.4368350576,-97.25321679837515,-71.2553563689965,3.124834420685642,-0.320016956220222,2496564.100022128,-727906.6936184086,-8529256.126815626,71036.1506793506,304.7903764092556,952.419459297375,2495611.6805628305,-727601.9032419993,-0.20535737645393334,-17.745552897804966,3.6200730925387656,287.74555289780494,2002.375,2015.7916666666667,Nanumea,WM,1,529903850815.4204,-2.44086173036517,-2.44086173036517
2311,115,2496542.0137008275,2496551.857202765,-728025.9284235012,-727944.9504017597,-97.25111171678654,-71.25518972313392,8.226546025492995,-0.12155769832213059,2496546.9354517963,-727985.4394126304,-21265943.708710324,-424510.9401859413,120.66944516377991,992.6927445105385,2495554.2427072856,-727864.7699674666,-2.192817207327889,-6.930739724234627,-13.059397946191151,276.9307397242346,2002.375,2015.7916666666667,Nanumea,WM,1,530021752456.9009,-10.311461580583684,-10.311461580583684
2314,118,2496581.656253058,2496570.4559448743,-727789.6773319414,-727708.6345428765,-97.25735622342499,-71.25558853047376,-7.235764207190528,0.13820240286523594,2496576.056098966,-727749.155937409,17336886.51131238,-1072781.9658261002,136.9011869765164,990.5847086465756,2495585.4713903195,-727886.0571243855,4.657713422423915,7.8685707215769645,21.00662697475815,262.13142927842307,2002.375,2015.7916666666667,Nanumea,WM,1,529677814430.93146,-3.7486518724290336,-3.7486518724290336
2315,119,2496570.4559448743,2496543.102678634,-727708.6345428765,-727632.0020155106,-97.25926483878138,-71.25592347151006,-2.8015859858664514,0.35694067754651776,2496556.7793117543,-727670.3182791935,6266648.1675605,-1618792.9866200832,336.167518353936,941.80220832389,2495614.9771034303,-728006.4857975474,13.707647510146142,19.643549774124015,11.72510209591377,250.356450225876,2002.375,2015.7916666666667,Nanumea,WM,1,529559856788.2578,-3.0978135635725557,-3.0978135635725557
2316,120,2496543.102678634,2496509.80680071,-727632.0020155106,-727558.148844178,-97.26091180713243,-71.25637412870263,-2.218087521247476,0.4508388377017645,2496526.454739672,-727595.0754298442,4809919.100292424,-1853126.1605763847,411.00051426357953,911.6351119143411,2495614.8196277576,-728006.0759441078,9.0755827702447,24.267701051714685,2.013208893360183,245.73229894828535,2002.375,2015.7916666666667,Nanumea,WM,1,529448330357.1,0.945953099860575,0.945953099860575
2317,121,2496509.80680071,2496482.676799901,-727558.148844178,-727481.9196483042,-97.26243382231789,-71.25686384783026,-2.8097749207529525,0.35590039352049735,2496496.2418003054,-727520.0342462411,6287072.495718257,-1616024.0291254125,335.298066663049,942.1120986867866,2495554.1297016186,-727855.3323129042,8.851127569129819,19.590664238245356,-3.9489827434301437,250.40933576175465,2002.375,2015.7916666666667,Nanumea,WM,1,529340859949.567,0.945953099860575,0.945953099860575
2319,123,2496465.8457577657,2496449.1688548042,-727402.0159924779,-727321.8076854744,-97.26590063134975,-71.25768788801243,-4.809544505288926,0.20791989738328173,2496457.507306285,-727361.9118389762,11279461.575113256,-1246425.1005798224,203.56629674820175,979.0611639873288,2495478.4461422977,-727565.4781357244,2.7252420382797022,11.7455842872667,-4.109293008104893,258.2544157127333,2002.375,2015.7916666666667,Nanumea,WM,1,529113692869.9211,0.945953099860575,0.945953099860575
